จังหวัด,เขต,อำเภอ,ตำบล,flag,optional
ฉะเชิงเทรา,1,บ้านโพธิ์,บางกรูด,เฉพาะ,
ฉะเชิงเทรา,2,ราชสาส์น,,,
ฉะเชิงเทรา,2,บางคล้า,,,
ฉะเชิงเทรา,2,คลองเขื่อน,,,
ฉะเชิงเทรา,2,บางน้ำเปรี้ยว,,,
ฉะเชิงเทรา,2,พนมสารคาม,หนองยาว,เฉพาะ,
ฉะเชิงเทรา,2,พนมสารคาม,พนมสารคาม,เฉพาะ,
ฉะเชิงเทรา,3,สนามชัยเขต,,,
ฉะเชิงเทรา,3,ท่าตะเกียบ,,,
ฉะเชิงเทรา,3,พนมสารคาม,หนองยาว,ยกเว้น,
ฉะเชิงเทรา,3,พนมสารคาม,พนมสารคาม,ยกเว้น,
ฉะเชิงเทรา,4,บางปะกง,,,
ฉะเชิงเทรา,4,แปลงยาว,,,
ฉะเชิงเทรา,4,แปลงยาว,,,
ฉะเชิงเทรา,4,แปลงยาว,,,
ฉะเชิงเทรา,4,แปลงยาว,,,
ฉะเชิงเทรา,4,แปลงยาว,,,
ตรัง,1,เมืองตรัง,,,
ตรัง,2,ห้วยยอด,,,
ตรัง,2,รัษฎา,,,
ตรัง,2,วังวิเศษ,,,
ตรัง,3,นาโยง,,,
ตรัง,3,ปะเหลียน,,,
ตรัง,3,หาดสำราญ,,,
ตรัง,3,ย่านตาขาว,หนองบ่อ,เฉพาะ,
ตรัง,3,ย่านตาขาว,นาชุมเห็ด,เฉพาะ,
ตรัง,3,ย่านตาขาว,ในควน,เฉพาะ,
ตรัง,3,ย่านตาขาว,โพรงจระเข้,เฉพาะ,
ตรัง,4,กันตัง,,,
ตรัง,4,สิเกา,,,
ตรัง,4,ย่านตาขาว,หนองบ่อ,ยกเว้น,
ตรัง,4,ย่านตาขาว,นาชุมเห็ด,ยกเว้น,
ตรัง,4,ย่านตาขาว,ในควน,ยกเว้น,
ตรัง,4,ย่านตาขาว,โพรงจระเข้,ยกเว้น,
นครพนม,1,ศรีสงคราม,,,
นครพนม,1,นาหว้า,,,
นครพนม,1,บ้านแพง,,,
นครพนม,1,นาทม,,,
นครพนม,2,เมืองนครพนม,เทศบาลเมืองนครพนม,เฉพาะ,
นครพนม,2,เมืองนครพนม,ท่าค้อ,เฉพาะ,
นครพนม,2,เมืองนครพนม,นาราชควาย,เฉพาะ,
นครพนม,2,เมืองนครพนม,หนองญาติ,เฉพาะ,
นครพนม,2,เมืองนครพนม,อาจสามารถ,เฉพาะ,
นครพนม,2,ท่าอุเทน,,,
นครพนม,2,โพนสวรรค์,,,
นครพนม,3,เมืองนครพนม,ขามเฒ่า,เฉพาะ,
นครพนม,3,เมืองนครพนม,,เฉพาะ,
นครพนม,3,เมืองนครพนม,นาทราย,เฉพาะ,
นครพนม,3,เมืองนครพนม,ดงขวาง,เฉพาะ,
นครพนม,3,เมืองนครพนม,บ้านกลาง,เฉพาะ,
นครพนม,3,เมืองนครพนม,โพธิ์ตาก,เฉพาะ,
นครพนม,3,ธาตุพนม,,,
นครพนม,3,เรณูนคร,,,
นครพนม,4,เมืองนครพนม,,,
นครพนม,4,เมืองนครพนม,วังตามัว,,
นครพนม,4,นาแก,,,
นครพนม,4,ปลาปาก,,,
นครพนม,4,วังยาง,,,
ลำปาง,1,เมืองลำปาง,บ้านแลง,ยกเว้น,
ลำปาง,1,เมืองลำปาง,บ้านเสด็จ,ยกเว้น,
ลำปาง,1,เมืองลำปาง,เทศบาลเมืองเขลางค์นคร,ยกเว้น,
ลำปาง,1,เมืองลำปาง,พิชัย,ยกเว้น,
ลำปาง,1,เมืองลำปาง,เทศบาลนครลำปาง,ยกเว้น,
ลำปาง,1,ห้างฉัตร,,,
ลำปาง,2,เมืองลำปาง,บ้านแลง,เฉพาะ,
ลำปาง,2,เมืองลำปาง,บ้านเสด็จ,เฉพาะ,
ลำปาง,2,งาว,,,
ลำปาง,2,แจ้ห่ม,,,
ลำปาง,2,วังเหนือ,,,
ลำปาง,2,เมืองปาน,,,
ลำปาง,3,เมืองลำปาง,เทศบาลเมืองเขลางค์นคร,เฉพาะ,
ลำปาง,3,เมืองลำปาง,พิชัย,เฉพาะ,
ลำปาง,3,เมืองลำปาง,เทศบาลนครลำปาง,เฉพาะ,
ลำปาง,3,แม่เมาะ,,,
ลำปาง,3,แม่ทะ,,,
ลำปาง,4,เกาะคา,,,
ลำปาง,4,เสริมงาม,,,
ลำปาง,4,เถิน,,,
ลำปาง,4,แม่พริก,,,
ลำปาง,4,สบปราบ,,,
เลย,1,เมืองเลย,,,
เลย,1,เอราวัณ,,,
เลย,2,ภูหลวง,,,
เลย,2,หนองหิน,,,
เลย,2,ผาขาว,,,
เลย,2,ภูกระดึง,,,
เลย,2,วังสะพุง,ศรีสงคราม,เฉพาะ,
เลย,2,วังสะพุง,หนองหญ้าปล้อง,เฉพาะ,
เลย,2,วังสะพุง,โคกขมิ้น,เฉพาะ,
เลย,3,นาแห้ว,,,
เลย,3,ด่านซ้าย,,,
เลย,3,ภูเรือ,,,
เลย,3,วังสะพุง,ศรีสงคราม,ยกเว้น,
เลย,3,วังสะพุง,หนองหญ้าปล้อง,ยกเว้น,
เลย,3,วังสะพุง,โคกขมิ้น,ยกเว้น,
เลย,4,ท่าลี่,,,
เลย,4,เชียงคาน,,,
เลย,4,ปากชม,,,
เลย,4,นาด้วง,,,
สระบุรี,1,เมืองสระบุรี,หนองโน,ยกเว้น,
สระบุรี,1,เฉลิมพระเกียรติ,,,
สระบุรี,1,แก่งคอย,ห้วยแห้ง,เฉพาะ,
สระบุรี,2,แก่งคอย,ห้วยแห้ง,ยกเว้น,
สระบุรี,2,มวกเหล็ก,,,
สระบุรี,2,วังม่วง,,,
สระบุรี,3,หนองแค,,,
สระบุรี,3,วิหารแดง,,,
สระบุรี,3,หนองแซง,,,
สระบุรี,3,เมืองสระบุรี,หนองโน,เฉพาะ,
สระบุรี,4,พระพุทธบาท,,,
สระบุรี,4,บ้านหมอ,,,
สระบุรี,4,เสาไห้,,,
สระบุรี,4,หนองโดน,,,
สระบุรี,4,ดอนพุด,,,
สุโขทัย,1,เมืองสุโขทัย,เมืองเก่า,ยกเว้น,
สุโขทัย,1,เมืองสุโขทัย,วังทองแดง,ยกเว้น,
สุโขทัย,1,ศรีสำโรง,บ้านไร่,ยกเว้น,
สุโขทัย,1,ศรีสำโรง,บ้านซ่าน,ยกเว้น,
สุโขทัย,1,ศรีสำโรง,วัดเกาะ,ยกเว้น,
สุโขทัย,1,ศรีสำโรง,นาขุนไกร,ยกเว้น,
สุโขทัย,1,ศรีสำโรง,ราวต้นจันทร์,ยกเว้น,
สุโขทัย,1,กงไกรลาศ,ไกรกลาง,เฉพาะ,
สุโขทัย,1,กงไกรลาศ,ไกรใน,เฉพาะ,
สุโขทัย,1,กงไกรลาศ,กกแรต,เฉพาะ,
สุโขทัย,1,กงไกรลาศ,บ้านใหม่สุขเกษม,เฉพาะ,
สุโขทัย,2,คีรีมาศ,,,
สุโขทัย,2,บ้านด่านลานหอย,,,
สุโขทัย,2,กงไกรลาศ,ไกรกลาง,ยกเว้น,
สุโขทัย,2,กงไกรลาศ,ไกรใน,ยกเว้น,
สุโขทัย,2,กงไกรลาศ,กกแรต,ยกเว้น,
สุโขทัย,2,กงไกรลาศ,บ้านใหม่สุขเกษม,ยกเว้น,
สุโขทัย,3,ทุ่งเสลี่ยม,,,
สุโขทัย,3,สวรรคโลก,ป่ากุมเกาะ,ยกเว้น,
สุโขทัย,3,สวรรคโลก,ในเมือง,ยกเว้น,
สุโขทัย,3,สวรรคโลก,คลองยาง,ยกเว้น,
สุโขทัย,3,สวรรคโลก,ปากน้ำ,ยกเว้น,
สุโขทัย,3,ศรีสำโรง,บ้านไร่,เฉพาะ,
สุโขทัย,3,ศรีสำโรง,บ้านซ่าน,เฉพาะ,
สุโขทัย,3,ศรีสำโรง,วัดเกาะ,เฉพาะ,
สุโขทัย,3,ศรีสำโรง,นาขุนไกร,เฉพาะ,
สุโขทัย,3,ศรีสำโรง,ราวต้นจันทร์,เฉพาะ,
สุโขทัย,3,เมืองสุโขทัย,เมืองเก่า,เฉพาะ,
สุโขทัย,3,เมืองสุโขทัย,วังทองแดง,เฉพาะ,
สุโขทัย,4,ศรีสัชนาลัย,,,
สุโขทัย,4,ศรีนคร,,,
สุโขทัย,4,สวรรคโลก,ป่ากุมเกาะ,เฉพาะ,
สุโขทัย,4,สวรรคโลก,ในเมือง,เฉพาะ,
สุโขทัย,4,สวรรคโลก,คลองยาง,เฉพาะ,
